@relation 'Adult-weka.filters.unsupervised.attribute.ReplaceMissingValues_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.2-A5-M-1_clustered-weka.filters.unsupervised.attribute.Remove-R1'

@attribute 0.425relationship=Husband+0.425marital-status=Married-civ-spouse-0.325marital-status=Never-married+0.271sex=Male+0.232age... numeric
@attribute 0.461education-num+0.242native-country=United-States-0.228native-country=Mexico+0.227education=Bachelors+0.224occupation=Prof-specialty... numeric
@attribute -0.424race=Asian-Pac-Islander+0.422native-country=United-States+0.385race=White-0.23native-country=Philippines-0.166native-country=India... numeric
@attribute -0.353age-0.336relationship=Unmarried-0.335marital-status=Divorced+0.332marital-status=Never-married+0.317relationship=Own-child... numeric
@attribute '0.441race=White-0.428race=Black-0.291native-country=United-States+0.29 native-country=Mexico+0.232relationship=Not-in-family...' numeric
@attribute -0.571workclass=Private+0.333workclass=Self-emp-not-inc+0.311workclass=Local-gov+0.254occupation=Farming-fishing+0.229occupation=Protective-serv... numeric
@attribute '-0.388relationship=Wife+0.362relationship=Not-in-family+0.267hours-per-week-0.244occupation=Prof-specialty+0.24 race=Asian-Pac-Islander...' numeric
@attribute -0.355race=Black+0.275race=Asian-Pac-Islander+0.273relationship=Wife+0.254occupation=Adm-clerical-0.228fnlwgt... numeric
@attribute 0.409occupation=Prof-specialty-0.32education=Some-college-0.275occupation=Exec-managerial-0.236occupation=Adm-clerical+0.209education=Prof-school... numeric
@attribute '-0.333occupation=Sales+0.312occupation=Protective-serv+0.3  workclass=Local-gov-0.275workclass=Self-emp-inc-0.273workclass=Self-emp-not-inc...' numeric
@attribute income {<=50K,>50K}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
0.682626,-4.553332,0.480184,-0.591741,1.892475,0.680408,-1.586834,-0.668222,0.302413,-0.305638,<=50K,cluster1
-0.781907,2.329197,0.144964,1.492578,1.360849,-0.475099,0.488747,-1.168393,1.262085,0.065316,<=50K,cluster5
1.747172,0.997116,0.032476,1.400201,0.311334,-1.123692,-1.441796,-0.453231,1.010252,-0.022909,>50K,cluster2
4.099966,2.018943,-0.731066,0.745801,0.808035,-1.440314,-0.480283,-1.891885,0.623277,-2.519994,>50K,cluster2
-1.099171,1.038306,0.946606,1.105022,0.700545,-0.141025,1.353475,-0.303806,-1.370854,-0.476729,<=50K,cluster5
0.292369,1.510313,-0.391279,-1.052117,-0.531627,0.940846,-3.455495,3.274074,-1.641483,0.903119,>50K,cluster0
-1.336209,2.194253,0.210838,1.817483,1.281745,-0.369259,-0.116859,-1.233522,1.233018,0.186314,<=50K,cluster5
3.857202,2.248856,-0.875732,0.755491,0.651881,1.70795,-0.319153,-0.618942,2.382,-0.378604,<=50K,cluster0
-2.867093,0.008591,1.51262,2.374789,-0.511328,0.742929,-1.007939,1.491813,0.378936,-0.69706,<=50K,cluster5
-2.202744,-0.231554,0.231764,-1.608844,0.347758,2.353169,-1.168458,1.437015,0.319907,0.198791,<=50K,cluster5
-0.282119,-0.215083,0.214402,-0.921733,-0.174677,-1.252563,-3.15969,2.497777,-0.15033,-0.014036,<=50K,cluster4
-0.478867,-0.216451,0.861207,-1.634894,0.804679,-1.524098,2.188962,-0.890847,0.654472,1.248303,<=50K,cluster4
-0.453081,0.261605,0.672616,-1.452049,0.998605,-1.220293,1.820125,-0.600246,-0.603788,0.404416,<=50K,cluster4
-2.136056,1.488084,0.552197,1.067004,1.012146,0.010196,-0.267626,-0.553664,0.228336,0.0629,<=50K,cluster5
-3.146757,-1.22765,-1.959213,-3.186974,-1.985595,-0.279618,-1.096081,-0.979979,-0.329997,-1.337239,<=50K,cluster4
-0.937862,0.539025,-2.669447,-1.331819,2.867109,-1.310905,0.393091,0.993515,-3.28411,-0.828975,<=50K,cluster4
1.309376,2.850641,-1.287201,-0.513875,0.468529,0.481449,-3.925397,1.55684,0.966025,0.411336,>50K,cluster0
1.814363,2.871595,-1.262548,-0.899588,0.493771,0.619471,-3.516937,1.203097,0.836098,0.74731,>50K,cluster0
2.309876,0.750468,0.202285,1.26319,0.175152,-1.357381,-0.03941,-0.80986,-1.494105,-0.534184,>50K,cluster2
-1.717528,-1.088311,1.560982,1.275219,-0.403587,-0.284055,0.410026,-0.347023,0.737781,0.805754,<=50K,cluster5
-3.139681,-0.764467,1.826978,1.763077,-0.213176,0.351936,-0.67717,1.050426,0.977344,-1.880749,<=50K,cluster5
-1.424218,1.530459,-0.054931,-2.118566,0.774345,-1.164947,-0.819873,0.786698,0.254761,-0.407652,<=50K,cluster4
-1.258161,0.182722,0.979171,-0.43746,0.844048,-0.403619,1.255944,-0.994789,-0.831606,0.602519,<=50K,cluster4
1.320424,-1.703367,1.326475,0.444344,-0.6604,-0.766186,0.278512,-0.169185,0.664083,0.968241,<=50K,cluster2
-0.359873,2.88077,-0.054045,0.973205,0.438482,1.23421,1.659296,-0.182637,-2.004752,1.118988,<=50K,cluster5
-0.836609,-0.373984,1.050023,-1.581331,0.780405,-0.812601,2.009377,-0.980429,0.721272,1.260722,<=50K,cluster4
-0.995363,0.40935,1.042114,-0.526852,0.819786,-0.512625,1.753652,-0.386823,-0.471361,0.46776,>50K,cluster4
0.695577,-5.286369,-8.21504,1.245224,0.968193,-0.731355,0.796594,2.398786,1.674364,0.330424,<=50K,cluster3
1.732527,-1.050912,0.933552,0.441297,-0.422036,-0.981731,0.367702,-0.735355,-1.125871,0.367208,<=50K,cluster2
-0.825916,3.636548,-0.60315,0.707886,1.210832,1.766016,-0.168744,-0.679203,0.821898,0.812722,<=50K,cluster5
2.177822,-0.437947,0.763299,0.147456,-0.501104,-1.086511,-0.074713,-0.388011,-0.243658,0.880675,<=50K,cluster2
1.693082,-0.99695,-1.868124,1.921703,2.242742,-1.202009,-0.641188,-0.612217,-1.622629,1.266046,<=50K,cluster2
-0.903754,-1.868262,0.706496,-2.96417,1.479612,-0.322923,0.223944,-0.002632,2.730127,-0.751958,<=50K,cluster4
2.41129,1.048138,-0.079866,1.120826,0.432615,-1.174867,-0.713054,-0.912991,0.624873,-0.070378,>50K,cluster2
-2.437539,0.108357,1.376755,2.443944,-0.421892,0.687924,-0.874501,0.934785,0.071764,-0.698499,<=50K,cluster5
-0.562287,2.845806,-0.095942,0.96521,-0.513024,4.323796,2.385775,-0.904205,-3.773566,2.81989,<=50K,cluster0
-0.036949,0.554418,0.104469,-1.04071,-0.197437,-1.582329,-3.217783,3.266268,-1.147181,0.00057,<=50K,cluster4
2.653146,1.361564,-0.343257,0.588132,0.555308,-0.894423,-1.407296,-0.93844,1.775733,0.574635,>50K,cluster2
1.890681,-3.310686,1.156452,-1.177666,0.216092,-0.037155,-0.030748,0.36544,1.336349,-0.351932,<=50K,cluster2
1.462903,-1.245348,1.037237,0.807443,-0.13881,0.981557,0.001163,0.51346,-0.979235,-1.1227,<=50K,cluster0
1.733791,-1.765109,1.269907,-0.197261,-0.895537,-0.887323,0.312669,-0.29272,0.63727,1.128013,>50K,cluster2
1.162508,-0.259261,-1.275264,-0.40126,-2.666078,-0.519911,-1.524386,-1.380976,0.449623,-1.0255,>50K,cluster2
-2.535342,0.100485,-4.845282,-2.593205,-3.23932,1.991647,-1.153804,-2.587557,-4.858932,-0.206447,<=50K,cluster4
-2.702463,0.488525,0.979007,-0.05262,0.018353,-0.17772,-0.917262,1.641509,-0.174034,-0.643204,<=50K,cluster5
-0.527282,1.004653,-4.435332,-2.169121,-0.235383,1.746284,1.548797,-3.429876,-2.465484,0.780026,<=50K,cluster4
-1.29058,-0.10294,1.263988,0.657568,0.519794,-0.380817,1.851429,-1.12518,-0.208307,-0.179479,<=50K,cluster5
1.680358,-1.779166,1.305339,-0.017309,-0.917792,-0.842246,0.394758,-0.443346,0.453529,1.183615,<=50K,cluster2
-2.077201,-1.068807,1.211572,1.780151,0.388155,0.983053,-0.925555,-0.568565,1.766543,-0.493818,<=50K,cluster5
1.959964,-1.122281,0.81661,-0.515835,-1.125264,0.68795,-0.360536,-0.128465,-0.204919,2.849025,<=50K,cluster2
-3.707065,-1.742944,0.078707,1.111871,-3.100493,1.307204,-1.00114,-1.393216,1.269062,-1.810195,<=50K,cluster5
1.992565,-1.683262,1.253387,-0.350511,-0.629981,-1.005903,0.690369,0.469425,0.798634,1.047389,>50K,cluster2
1.490206,-1.908959,1.019723,-0.252154,-0.546939,-1.415228,-0.022042,-0.307321,0.585303,0.969798,<=50K,cluster2
1.624935,-1.676372,1.396538,0.261296,-0.738449,-0.888263,0.672053,0.354401,0.569424,1.122073,<=50K,cluster2
-2.765442,0.255366,1.430423,1.01983,-0.530337,-0.108328,-0.180149,1.604733,-0.106381,0.944991,<=50K,cluster5
-2.205849,-0.560524,-1.286196,0.861005,-0.214897,0.353387,0.308633,-3.556131,0.471118,0.397533,<=50K,cluster5
-3.801456,-0.449457,1.41208,1.984261,-0.351975,0.851818,-1.694404,1.156345,1.430268,-0.865649,<=50K,cluster5
-1.173648,0.585146,-1.004099,-1.86627,-1.88693,-0.774661,1.385914,-3.120522,-0.823562,0.568649,<=50K,cluster4
-2.21293,2.023543,-2.297538,-0.13839,-2.429083,2.315109,-1.208518,-1.315532,-1.54653,0.72956,<=50K,cluster5
-1.377394,2.099292,-0.220153,-0.386818,1.325629,-0.31002,-0.461927,-0.37128,1.733157,0.010809,<=50K,cluster4
-3.283521,-0.940009,-0.154397,0.545759,-3.06604,-0.247756,-0.240923,-1.496623,0.398196,-0.074337,<=50K,cluster5
1.84506,-1.109995,0.568979,-0.078336,0.138783,-0.517045,-1.254659,-0.372087,2.062655,-0.567561,<=50K,cluster2
1.817527,-0.622976,0.52209,0.168429,-0.165577,-1.584615,-0.541541,-0.47344,-0.34396,0.757663,<=50K,cluster2
-1.710077,-1.995715,0.168994,-2.65496,1.571841,-0.279622,-1.288481,1.649635,2.752819,-2.979245,<=50K,cluster4
3.381442,-0.375369,0.541643,-0.620011,0.017664,3.140635,1.086722,2.183015,0.132853,-2.562385,>50K,cluster0
-1.943371,-4.236259,-4.071952,-0.215929,1.397727,-0.796695,-1.466484,-2.064835,-1.191448,0.984662,<=50K,cluster1
2.053965,-0.213948,0.590779,0.379128,-0.773456,2.154384,-0.571097,-0.300843,-1.081787,1.437893,<=50K,cluster0
0.801207,-4.083975,0.123109,-0.754001,1.792487,0.630933,-1.705736,-0.35291,-0.233954,-0.416574,<=50K,cluster1
0.155568,3.482728,-0.67081,0.385798,0.948741,1.918353,0.357019,-0.949105,0.83227,1.34788,<=50K,cluster0
-2.083275,-0.306328,1.172736,0.366493,0.312637,0.088294,1.088207,-0.325475,1.050739,0.508684,<=50K,cluster5
1.95636,-1.123262,-2.318786,1.70288,2.289409,-1.294513,-1.16626,-1.767427,-1.467492,0.400819,<=50K,cluster2
-2.66695,1.176367,1.010534,2.2411,0.089025,0.349941,-1.620431,0.94597,0.772519,-0.369301,<=50K,cluster5
-1.158629,1.705034,0.372888,-1.395502,1.252836,-1.64904,1.127564,0.067842,-0.833487,1.08047,<=50K,cluster4
-1.687013,0.908924,0.977303,0.445729,-0.47943,1.703829,0.238769,2.083804,-0.710441,-0.611859,<=50K,cluster5
-2.040829,-0.934191,0.889622,-1.999646,1.060649,-0.989911,0.684323,-0.798675,0.943479,0.017922,<=50K,cluster4
-2.502343,-0.762199,-1.967096,3.007515,-2.305796,-0.512437,1.167074,1.530158,0.631623,-0.012798,<=50K,cluster5
0.397667,0.183194,0.054572,-0.827426,0.142033,-1.592689,-2.820908,1.432307,1.488429,0.432494,>50K,cluster2
-0.385754,2.092756,0.38072,1.196158,1.182051,-0.449648,1.278344,-1.174507,0.360035,-0.32896,>50K,cluster5
-0.265895,1.966059,0.491341,1.518954,1.141413,-0.897324,1.766024,-1.033065,-0.443491,-1.115107,<=50K,cluster5
-2.0057,-0.134043,1.193329,-0.030105,0.538757,-0.324019,1.188013,-0.538392,0.984266,0.919268,<=50K,cluster5
-2.365471,1.25744,0.991893,2.131405,0.122684,0.304402,-1.220241,0.948285,0.727992,-0.420121,<=50K,cluster5
-0.432622,1.687169,0.453959,-1.995366,1.067824,1.358573,2.064032,1.774167,-0.653754,-2.135783,<=50K,cluster4
1.022165,-1.101493,0.972103,-0.142241,-0.737579,-0.956061,-0.366884,0.617745,-0.585853,1.343415,<=50K,cluster2
-1.153858,-1.556408,1.338459,0.742911,-0.385648,-0.628547,-1.380693,0.718094,1.204604,-0.522772,<=50K,cluster5
1.858962,-1.75578,1.188464,-0.551758,-0.842147,-0.966693,0.162548,-0.095725,0.925776,1.031267,<=50K,cluster2
-0.912513,1.146324,-0.519807,-4.890578,-0.110255,0.430733,-0.378473,2.492858,-0.171154,0.437306,<=50K,cluster4
1.892444,0.437587,0.504758,1.520243,0.023345,-1.401698,-0.090289,-0.349592,-0.916893,-1.091226,<=50K,cluster2
2.075683,-2.790478,0.929778,-0.67973,-0.164715,2.457586,0.320483,0.04497,0.32711,-0.825629,<=50K,cluster0
-0.92859,-0.786659,1.045258,-1.111305,0.153446,-0.674201,1.79541,-1.064412,0.400061,0.94488,<=50K,cluster4
2.924517,0.078956,0.466533,0.044028,-0.256431,0.858863,0.390073,0.931984,-1.855899,-2.807196,>50K,cluster0
1.840383,-0.973915,-0.955464,-0.89223,-2.962087,-1.091119,0.328812,-2.007902,-0.749892,-0.734871,>50K,cluster2
2.04169,-1.778897,1.171691,-0.464423,-0.812713,-0.925915,0.485247,-0.522907,0.52602,1.088045,<=50K,cluster2
1.733813,-1.288749,1.056615,0.080632,-0.442037,-1.180794,0.270577,-0.095757,-0.129188,-0.471183,>50K,cluster2
-0.575532,2.305953,0.105481,1.480914,1.40424,-0.455872,0.750879,-1.535553,0.950308,0.095601,>50K,cluster5
1.411317,-5.832756,-1.085558,-0.660602,3.094272,1.028071,-1.131725,-0.860809,-0.090261,0.034665,<=50K,cluster1
-0.42781,2.423247,-0.374051,-1.803751,1.035441,-1.987615,0.762042,0.012957,-1.540795,-0.928918,>50K,cluster4
-1.676527,-0.956839,-1.378009,1.366499,3.000439,-0.350293,0.858155,-0.946097,-1.617497,1.504882,>50K,cluster1
-1.880126,0.104027,0.137081,-3.126961,-0.304015,-1.433176,-0.492578,0.864843,-0.530555,0.287316,<=50K,cluster4
-1.776367,0.842745,1.163436,2.642341,0.004369,0.566927,-0.711787,0.248075,0.531286,-0.214304,<=50K,cluster5
3.336918,1.855692,-0.674635,1.496867,0.852993,-1.422184,-1.140184,-2.022762,1.574416,-2.56893,>50K,cluster2
-0.604182,1.327391,0.56027,-0.919549,1.1197,-1.413332,1.587227,-0.405819,-0.847141,1.250823,<=50K,cluster4
4.027129,2.087655,-0.777803,0.764775,0.577208,1.715604,-0.284093,-0.638171,2.654375,-1.839642,>50K,cluster0
2.31655,1.307344,-0.231173,1.077729,0.468384,-0.775082,-1.471503,-1.145005,1.479895,0.716895,>50K,cluster2
-2.182177,-0.390746,-1.311688,-2.856197,-1.963888,-0.671203,0.62032,0.492313,0.194384,0.618957,<=50K,cluster4
-2.553031,0.659235,0.244524,1.538323,0.556467,0.238573,-1.526484,0.483883,0.678236,-0.258023,<=50K,cluster5
0.315688,-1.530827,-0.567933,0.505565,-3.184922,-0.183222,-0.985712,-2.227582,-1.201916,-0.508372,>50K,cluster2
1.998388,-0.572734,0.307885,-1.460986,-0.839598,1.791156,-0.749882,0.737536,1.072421,1.354733,<=50K,cluster0
2.053506,-1.752499,1.186451,-0.474953,-0.583782,-0.999932,0.595476,0.230475,0.689056,1.057971,>50K,cluster2
1.485269,-2.667004,-0.698674,-1.488648,-1.927935,0.142944,0.176062,-0.574375,0.74807,-1.879159,<=50K,cluster2
-1.350531,2.648142,-0.045958,1.13734,1.499393,-0.657023,0.069915,-1.019184,0.996219,-0.036495,<=50K,cluster5
-2.784852,1.110027,0.980146,2.181751,0.097935,0.359799,-1.905971,0.905662,0.822243,-0.358733,<=50K,cluster5
-2.516703,-1.155339,0.190181,1.030949,-2.913184,1.962229,0.875565,-0.753091,0.638891,-1.361373,<=50K,cluster5
-1.91932,0.85717,-1.702458,-2.375465,-3.087707,1.386387,0.080805,-1.382501,-2.359686,-0.405252,<=50K,cluster4
2.664367,0.700533,0.000232,0.594389,0.318498,-1.469958,-0.215639,-0.867705,-1.277898,-0.665319,>50K,cluster2
-2.861306,0.13691,1.060981,0.116415,0.549668,-0.017818,-0.137169,0.559164,0.270359,0.14929,<=50K,cluster5
-0.443948,2.001399,0.283839,1.264256,1.224061,-0.705502,1.409121,-1.444699,-1.055546,-0.446264,>50K,cluster5
-2.184643,0.697047,0.913173,-0.510964,0.421056,-0.587758,0.885119,0.753853,0.075328,1.093169,<=50K,cluster4
-2.126395,0.922941,-7.948048,3.646839,-0.005367,-1.909876,3.107944,2.43771,1.651309,0.888703,<=50K,cluster3
-2.228817,1.076726,1.111909,1.890385,0.000451,-0.479479,-0.468214,0.737104,-0.720645,0.688753,<=50K,cluster5
-0.998901,2.32488,0.231886,0.810094,0.929484,-0.27844,0.542473,-0.383604,0.110679,1.323685,<=50K,cluster5
-2.534917,-0.722899,1.339375,0.722703,-0.138004,-0.176834,-0.477729,0.44967,0.502056,-1.710674,<=50K,cluster5
-1.153347,1.647088,0.076532,-1.512749,1.496618,-0.831342,0.1131,-0.428957,0.224099,0.095903,<=50K,cluster4
-2.545086,-2.060126,-1.443154,-5.210155,-1.112155,0.072908,-1.264249,1.019847,3.495548,-2.986871,<=50K,cluster4
2.054493,-1.270919,0.915059,-0.521419,-0.339582,-1.310348,0.198867,0.121426,0.222447,-0.605047,<=50K,cluster2
-1.383863,-0.853883,1.750522,1.341241,-0.127645,1.677337,1.360085,0.93084,0.956178,-0.66604,<=50K,cluster5
-2.798198,0.048662,-3.864633,1.76596,0.846439,2.08272,-0.190683,2.378145,-2.611132,1.82984,<=50K,cluster5
1.882033,-0.658055,0.607728,-0.129282,-0.145731,-0.93885,-0.557526,-0.127933,1.69284,0.654541,<=50K,cluster2
-2.727352,-1.883196,-1.627605,2.169216,1.979191,0.80209,-1.649478,0.644933,-3.276504,1.625673,<=50K,cluster1
1.916328,-1.7266,1.260448,-0.253685,-0.637701,-0.968039,0.633979,0.314071,0.667536,1.093886,<=50K,cluster2
2.455031,0.974845,-0.16967,1.251114,0.496136,-1.110515,-0.81264,-1.586919,0.258678,-0.155472,>50K,cluster2
1.674905,-1.000967,0.829849,0.594955,-0.407336,-1.255064,-0.568946,0.179963,-0.400922,0.071372,>50K,cluster2
1.523364,-1.150039,1.189076,0.855509,-0.572552,-0.574513,-0.093451,0.370569,-0.828743,0.41659,>50K,cluster2
1.296739,-1.873144,1.144521,0.164287,-0.633266,-1.345768,0.130929,-0.290689,0.427956,1.051291,<=50K,cluster2
0.042263,3.31335,-0.626039,-0.987536,1.354747,1.474178,0.04522,-0.99101,0.903277,1.544363,<=50K,cluster0
0.907867,-0.434753,0.855517,0.68683,-0.628475,-0.652906,-0.880504,0.904802,-1.869272,0.558037,<=50K,cluster2
1.071323,-2.775491,0.680838,-0.943833,0.011944,-0.106702,-1.113198,-0.046513,1.114967,-0.952977,<=50K,cluster2
-0.748038,2.509653,-0.024435,1.636169,1.42593,0.01071,0.019309,-2.064318,1.522754,0.966012,<=50K,cluster5
-1.927411,2.344638,-0.231781,0.537402,0.789112,-0.921368,-1.465465,-0.116661,0.92591,-0.457324,<=50K,cluster5
-2.24343,-0.631836,0.243933,1.397578,-2.793323,0.3581,1.071156,-0.493209,0.628237,-1.146825,<=50K,cluster5
-1.399221,2.133,0.472969,1.259659,1.163842,-0.965337,1.187454,-0.473843,-0.568731,-1.149144,<=50K,cluster5
-1.344283,-0.444838,1.374367,0.312723,0.414127,-0.143546,1.734937,-0.772956,1.167025,1.021602,<=50K,cluster5
-3.286453,-4.823171,-3.649268,1.497811,2.112342,1.828479,-1.125537,-3.330329,-1.827348,0.076879,<=50K,cluster1
0.265845,0.598778,0.107395,-0.486571,0.055405,-1.63446,-3.098543,2.483252,-1.144481,-1.019887,>50K,cluster2
-2.651221,-0.323105,1.799152,2.906959,-0.490294,0.705483,-0.727309,0.461083,-0.038694,0.050403,<=50K,cluster5
-1.563787,-0.717443,1.215558,0.285214,0.41816,-0.628832,1.453948,-1.263828,0.611679,1.220183,<=50K,cluster5
2.576931,0.859763,0.127097,1.128682,0.238233,-1.424754,0.106195,-0.817917,-1.355709,-0.774257,>50K,cluster2
-2.367062,1.129805,0.938122,2.180735,0.160798,0.373634,-1.292552,0.403245,0.338195,-0.330382,<=50K,cluster5
-2.32302,-0.711296,-0.000907,0.923732,-3.044502,0.138773,0.445448,-1.516937,-0.079586,-1.349264,<=50K,cluster5
-1.808119,-1.252169,-0.052045,0.653118,-2.675672,5.012498,0.961993,-0.257529,0.99363,-3.535077,<=50K,cluster5
-0.116445,0.788362,1.061773,0.474509,0.42741,2.540507,2.425177,0.958775,-0.005876,-0.59828,<=50K,cluster0
0.91476,-3.274597,-0.582386,-1.327812,-2.765221,-0.102056,-0.494998,-1.976625,0.471594,-0.825507,>50K,cluster2
-2.720537,-0.860347,1.98139,2.666347,-0.362564,0.512364,-0.58275,0.70183,0.873915,-1.61852,<=50K,cluster5
1.996033,-1.792714,1.187323,-0.405376,-0.586695,-0.968756,0.542799,0.086985,0.574656,1.096492,>50K,cluster2
0.532682,-2.161639,-0.545169,-0.598752,-3.31623,-1.151196,-0.246198,-2.009439,0.213422,0.251957,<=50K,cluster2
-0.210294,2.589258,-0.207638,0.850813,1.567503,-0.177501,0.112432,-1.758839,1.980904,0.741962,<=50K,cluster5
-1.895285,-0.768945,0.361218,-2.486569,-0.247131,-1.715631,-0.183447,-0.353172,0.191141,0.124459,<=50K,cluster4
2.608134,0.779792,0.104435,0.883699,0.253055,-1.44206,0.052036,-0.751532,-1.345913,-0.633328,<=50K,cluster2
-2.71367,-0.029893,1.474297,2.374287,-0.472692,0.768734,-0.824726,1.127967,0.082088,-0.659619,<=50K,cluster5
-0.302132,-0.11138,1.225569,-0.398049,0.297565,2.362123,2.844114,0.479914,1.045307,0.287053,<=50K,cluster0
0.803518,-2.277111,-0.729228,-1.06475,-3.184983,-1.19172,-0.408909,-2.399397,0.123135,0.210623,>50K,cluster2
-2.470186,-1.862716,-0.863063,-1.273404,-1.65277,0.861048,0.290414,-2.97003,0.721473,-1.51127,<=50K,cluster4
-1.439102,0.069083,0.900094,0.855221,0.756357,-0.712245,0.88577,-1.678483,-0.226942,1.114626,<=50K,cluster5
2.06698,-1.002311,0.474048,-1.033372,-1.10322,0.613102,0.234755,0.559147,-0.420874,1.496134,<=50K,cluster0
2.037011,-1.024959,1.043018,0.127555,-0.456221,-0.771399,0.061581,0.8338,-0.289914,0.180036,>50K,cluster2
3.233884,-0.556446,0.716924,-0.408308,-0.049312,3.333018,1.805277,1.879206,-0.49827,-2.402116,<=50K,cluster0
-0.767242,0.372055,1.127656,0.637647,0.687275,-0.35622,1.797474,-0.721807,0.112963,1.128121,<=50K,cluster5
-0.180414,1.536935,0.506525,-0.790241,1.2548,-1.269206,2.047193,-0.764638,-1.048281,0.118239,>50K,cluster4
-1.281674,-0.64031,-0.212307,-2.370761,-0.007774,2.045459,0.154414,1.276614,1.279156,-1.527522,<=50K,cluster4
3.784989,1.292752,-0.190515,-0.132402,0.28338,1.002656,1.036949,0.561807,-0.799535,-1.80784,<=50K,cluster0
1.650598,-1.785034,1.360567,0.230457,-0.710858,-0.84414,0.661854,-0.002426,0.276196,1.243895,<=50K,cluster2
1.748334,0.067907,0.741493,0.834674,-0.195701,-1.321486,-0.188445,0.251349,-0.893372,-0.5608,<=50K,cluster2
3.800518,2.216512,-0.788851,1.051212,0.528529,1.102094,-0.46023,-0.865115,1.746871,-2.268098,>50K,cluster0
-0.56293,0.418313,0.88945,-0.950741,0.98064,-0.960107,1.907271,-0.892315,-0.373591,1.441579,<=50K,cluster4
1.523363,-0.995618,0.853412,-0.692355,-0.634726,-1.103764,-0.078,0.855161,-0.294308,1.168852,<=50K,cluster2
-0.830981,-0.274609,1.283898,-1.42245,0.342026,-0.84406,2.370972,-0.660153,0.678595,1.519084,<=50K,cluster4
-1.97821,-2.200192,1.799523,1.528466,-0.058878,0.956483,0.179576,-0.342961,0.646913,-0.04814,<=50K,cluster5
3.141576,0.355526,0.296043,-0.237089,-0.047238,1.224511,0.845798,0.432279,-1.145685,-1.59731,<=50K,cluster0
1.027804,0.120552,0.079628,-1.387814,0.084191,-2.006979,-1.984099,1.707194,-0.042499,-0.638026,>50K,cluster2
-1.444625,-0.64,0.966384,-1.781689,0.011925,-1.003194,0.844129,-0.264536,0.309612,0.931161,<=50K,cluster4
1.725873,-0.596765,0.937176,0.68702,-0.326748,-0.933926,-0.155173,0.468139,-1.237742,-1.228766,<=50K,cluster2
-1.902747,-0.157501,0.216508,-3.13084,0.722026,-1.370942,-1.56261,1.512224,1.742426,-1.367008,<=50K,cluster4
-1.69013,-4.553908,-1.903635,-0.850802,3.69197,0.9401,-0.099465,-1.229036,-0.913621,-0.014972,<=50K,cluster1
-2.556119,0.555581,1.027863,-0.045195,0.332217,-0.435348,0.80696,0.404239,-0.398128,1.384728,<=50K,cluster5
-1.764071,-1.501074,-1.672987,-1.313298,2.586217,-0.80739,0.971763,-0.420108,-1.433425,1.865745,<=50K,cluster4
3.218211,0.363389,0.324663,0.288008,-0.083403,1.348171,1.06085,0.607453,-0.040242,-0.67849,>50K,cluster0
-0.064793,1.41875,-3.267644,-0.952346,0.091254,2.177492,0.137417,-1.506478,-0.088451,-0.468153,<=50K,cluster0
2.715091,0.794644,0.042391,0.601408,0.294259,-1.508231,-0.050314,-0.575661,-1.106174,-0.714057,>50K,cluster2
-1.03748,1.311465,0.831523,1.361862,-1.265892,4.750894,-1.016097,0.520941,-1.301801,3.152026,<=50K,cluster0
1.86833,-1.186554,1.149681,0.163887,-0.488153,-1.199634,0.760271,0.155162,-0.156723,-0.397033,<=50K,cluster2
3.400784,1.080064,-0.01244,-0.005566,0.018441,0.520781,0.538089,0.240328,-2.145783,-1.575183,>50K,cluster0
0.248265,3.815452,-1.341699,-2.545441,1.898677,1.540239,-1.29663,-0.535012,3.110783,1.027424,<=50K,cluster4
-2.018226,-0.893355,-1.169697,-3.483119,-2.955508,-1.107409,0.164797,-1.602316,0.01309,-0.58682,<=50K,cluster4
-0.984799,3.072898,-0.270504,1.467137,0.137345,1.791295,-0.785599,0.294055,-0.244712,0.170833,<=50K,cluster5
3.720425,1.783401,-0.714348,0.812251,0.557144,1.904499,-0.223908,-1.121702,2.120775,-1.670757,>50K,cluster0
3.878168,1.898181,-0.755856,0.413876,0.584557,1.768931,-0.272648,-0.514916,2.69491,-1.839537,>50K,cluster0
-2.867251,-1.813844,-1.285952,-4.233885,-0.84297,0.258096,-0.889662,-0.662305,2.982807,-2.765035,<=50K,cluster4
-0.57996,0.212995,1.39861,1.805175,-0.334754,-0.044265,0.791408,-0.600956,0.121169,0.680912,<=50K,cluster5
2.000559,-0.046609,0.338004,0.214407,0.069812,-0.710102,-1.251398,0.076388,0.548078,-0.217097,<=50K,cluster2
2.140576,-0.066412,0.555213,0.374959,-0.039801,-1.2866,-0.220121,-0.167017,-1.049594,-0.013573,<=50K,cluster2
1.59059,-1.88217,0.992561,-0.39336,-0.525107,-1.454524,0.011416,-0.208594,0.695447,0.92249,<=50K,cluster2
-1.42753,0.572725,0.883387,-1.840235,0.920696,-1.422554,1.71874,0.365803,0.204714,-0.217266,<=50K,cluster4
1.177336,-1.893924,1.162512,0.232564,-0.652948,-1.327125,0.006442,-0.27059,0.44535,1.071953,<=50K,cluster2
-1.794782,0.223955,-3.588303,-0.623428,0.781379,-0.506522,0.164334,-1.839689,-1.37434,0.596043,>50K,cluster4
