@relation 'CarEvaluation-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N15-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-9-S1-seed1_clustered-weka.filters.unsupervised.attribute.Remove-R1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute hidden_unit_9output numeric
@attribute hidden_unit_10output numeric
@attribute hidden_unit_11output numeric
@attribute hidden_unit_12output numeric
@attribute hidden_unit_13output numeric
@attribute hidden_unit_14output numeric
@attribute eval {unacc,acc,good,vgood}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
0.008546,0.009385,0.920097,0.090346,0.994258,0.833546,0.990133,0.268519,0.932056,0.020679,0.236406,0.962297,0.129694,0.98214,0.183923,acc,cluster2
0.008546,0.724026,0.92009,0.090346,0.994257,0.83354,0.012492,0.268539,0.932051,0.020677,0.236427,0.962294,0.129682,0.876446,0.990777,unacc,cluster2
0.008546,0.98502,0.920085,0.090344,0.994257,0.833529,0.01249,0.268543,0.93205,0.020678,0.236403,0.962294,0.129695,0.876447,0.022986,acc,cluster2
0.008546,0.009384,0.920088,0.090345,0.994257,0.833559,0.012491,0.26854,0.932054,0.02068,0.236399,0.962298,0.129681,0.876437,0.183954,acc,cluster2
0.985326,0.724069,0.028406,0.090368,0.994259,0.967949,0.709856,0.269365,0.034836,0.02068,0.236422,0.962298,0.129693,0.014587,0.990777,unacc,cluster2
0.985326,0.985023,0.028404,0.090366,0.994258,0.967946,0.709824,0.269369,0.034836,0.02068,0.236398,0.962298,0.129706,0.014587,0.022986,unacc,cluster2
0.985327,0.009386,0.028405,0.090367,0.994259,0.967953,0.709854,0.269365,0.034838,0.020682,0.236394,0.962302,0.129692,0.014586,0.183952,unacc,cluster2
0.985325,0.724048,0.02841,0.090366,0.994259,0.967947,0.990134,0.269347,0.034839,0.020681,0.236429,0.962295,0.129711,0.982146,0.990776,unacc,cluster2
0.985324,0.985022,0.028408,0.090364,0.994259,0.967945,0.990133,0.26935,0.034839,0.020682,0.236406,0.962296,0.129723,0.982146,0.022983,unacc,cluster2
0.985326,0.009385,0.02841,0.090365,0.99426,0.967951,0.990134,0.269347,0.034841,0.020683,0.236401,0.9623,0.12971,0.982144,0.183934,unacc,cluster2
0.985325,0.724038,0.028407,0.090365,0.994259,0.96795,0.012493,0.269368,0.034838,0.020681,0.236422,0.962297,0.129698,0.87647,0.990778,unacc,cluster2
0.985325,0.985021,0.028405,0.090363,0.994259,0.967947,0.012491,0.269371,0.034837,0.020682,0.236398,0.962297,0.129711,0.876471,0.022988,unacc,cluster2
0.985327,0.009385,0.028406,0.090364,0.994259,0.967954,0.012493,0.269368,0.03484,0.020684,0.236393,0.962301,0.129697,0.876461,0.183965,unacc,cluster2
0.675927,0.724044,0.028401,0.090375,0.994257,0.00784,0.709844,0.269384,0.034839,0.02068,0.236405,0.962299,0.129695,0.014587,0.990777,unacc,cluster2
0.675923,0.985021,0.028399,0.090374,0.994257,0.00784,0.709812,0.269388,0.034838,0.02068,0.236381,0.962299,0.129707,0.014587,0.022986,unacc,cluster2
0.675945,0.009385,0.0284,0.090375,0.994257,0.007841,0.709842,0.269385,0.03484,0.020682,0.236376,0.962303,0.129694,0.014586,0.183949,acc,cluster2
0.675907,0.724023,0.028406,0.090373,0.994258,0.00784,0.990134,0.269366,0.034842,0.020681,0.236412,0.962296,0.129713,0.982146,0.990776,unacc,cluster2
0.675903,0.98502,0.028403,0.090372,0.994258,0.007839,0.990132,0.26937,0.034841,0.020681,0.236389,0.962296,0.129725,0.982146,0.022983,acc,cluster2
0.675925,0.009384,0.028405,0.090373,0.994258,0.007841,0.990134,0.269366,0.034844,0.020683,0.236384,0.9623,0.129712,0.982144,0.183932,acc,cluster2
0.675919,0.724013,0.028402,0.090372,0.994258,0.00784,0.012492,0.269387,0.03484,0.020681,0.236404,0.962298,0.1297,0.876471,0.990778,unacc,cluster2
0.675915,0.985019,0.0284,0.090371,0.994258,0.00784,0.01249,0.26939,0.03484,0.020682,0.236381,0.962298,0.129713,0.876472,0.022987,acc,cluster2
0.675937,0.009384,0.028401,0.090372,0.994258,0.007841,0.012492,0.269387,0.034842,0.020683,0.236376,0.962302,0.129699,0.876462,0.183962,acc,cluster2
0.008548,0.724052,0.0284,0.090358,0.994258,0.833552,0.70986,0.269383,0.034833,0.020678,0.236425,0.962299,0.129687,0.014587,0.990777,unacc,cluster2
0.008547,0.985022,0.028398,0.090356,0.994258,0.833541,0.709827,0.269387,0.034832,0.020678,0.236401,0.962299,0.1297,0.014587,0.022985,unacc,cluster2
0.008548,0.009386,0.0284,0.090357,0.994258,0.833571,0.709858,0.269383,0.034834,0.02068,0.236397,0.962303,0.129686,0.014586,0.183949,acc,cluster2
0.008547,0.724031,0.028405,0.090356,0.994259,0.833544,0.990134,0.269365,0.034836,0.020679,0.236433,0.962296,0.129705,0.982145,0.990776,unacc,cluster2
0.008547,0.985021,0.028403,0.090354,0.994258,0.833534,0.990133,0.269368,0.034836,0.020679,0.236409,0.962296,0.129718,0.982145,0.022983,acc,cluster2
0.008548,0.009385,0.028404,0.090355,0.994259,0.833563,0.990134,0.269365,0.034838,0.020681,0.236405,0.9623,0.129704,0.982144,0.183931,acc,cluster2
0.008547,0.724022,0.028401,0.090354,0.994258,0.833557,0.012493,0.269386,0.034835,0.020679,0.236425,0.962297,0.129692,0.876467,0.990778,unacc,cluster2
0.008547,0.98502,0.028399,0.090353,0.994258,0.833546,0.012491,0.269389,0.034834,0.02068,0.236401,0.962298,0.129705,0.876467,0.022987,acc,cluster2
0.008548,0.009384,0.028401,0.090354,0.994259,0.833576,0.012493,0.269386,0.034836,0.020682,0.236397,0.962302,0.129692,0.876457,0.183962,acc,cluster2
0.985326,0.724067,0.920369,0.090368,0.994258,0.96795,0.709868,0.998192,0.03498,0.020679,0.236446,0.962296,0.129668,0.014588,0.990777,unacc,cluster2
0.985325,0.985023,0.920363,0.090366,0.994258,0.967948,0.709836,0.998192,0.034979,0.020679,0.236423,0.962296,0.12968,0.014588,0.022985,unacc,cluster2
0.985327,0.009386,0.920367,0.090367,0.994259,0.967955,0.709866,0.998192,0.034981,0.020681,0.236418,0.9623,0.129667,0.014586,0.183944,unacc,cluster2
0.985324,0.724046,0.920381,0.090366,0.994259,0.967949,0.990135,0.998192,0.034983,0.02068,0.236454,0.962293,0.129686,0.982146,0.990776,unacc,cluster2
0.985324,0.985022,0.920375,0.090364,0.994259,0.967946,0.990133,0.998192,0.034982,0.020681,0.23643,0.962293,0.129698,0.982146,0.022982,unacc,cluster2
0.985325,0.009385,0.920379,0.090365,0.99426,0.967953,0.990135,0.998192,0.034985,0.020682,0.236426,0.962297,0.129685,0.982144,0.183926,unacc,cluster2
0.985325,0.724036,0.920372,0.090365,0.994259,0.967951,0.012494,0.998192,0.034981,0.02068,0.236446,0.962295,0.129673,0.876472,0.990778,unacc,cluster2
0.985325,0.985021,0.920366,0.090363,0.994259,0.967949,0.012492,0.998192,0.034981,0.020681,0.236423,0.962295,0.129686,0.876473,0.022987,unacc,cluster2
0.985326,0.009385,0.92037,0.090364,0.994259,0.967956,0.012494,0.998192,0.034983,0.020683,0.236418,0.962299,0.129672,0.876463,0.183957,unacc,cluster2
0.675922,0.724042,0.920357,0.090375,0.994257,0.007841,0.709857,0.998192,0.034982,0.020679,0.236429,0.962297,0.12967,0.014588,0.990777,unacc,cluster2
0.675918,0.985021,0.920351,0.090374,0.994257,0.00784,0.709824,0.998192,0.034982,0.020679,0.236406,0.962297,0.129682,0.014588,0.022984,unacc,cluster2
0.67594,0.009385,0.920355,0.090375,0.994257,0.007842,0.709855,0.998192,0.034984,0.020681,0.236401,0.962301,0.129669,0.014586,0.183941,acc,cluster2
0.675902,0.724021,0.920369,0.090373,0.994258,0.00784,0.990134,0.998192,0.034985,0.02068,0.236437,0.962294,0.129687,0.982146,0.990775,unacc,cluster2
0.675898,0.98502,0.920363,0.090372,0.994258,0.00784,0.990133,0.998192,0.034985,0.02068,0.236413,0.962294,0.1297,0.982146,0.022982,acc,cluster2
0.67592,0.009384,0.920367,0.090373,0.994258,0.007841,0.990134,0.998192,0.034987,0.020682,0.236409,0.962298,0.129687,0.982145,0.183924,acc,cluster2
0.675914,0.724011,0.920359,0.090372,0.994257,0.007841,0.012493,0.998192,0.034984,0.02068,0.236429,0.962296,0.129675,0.876474,0.990777,unacc,cluster2
0.67591,0.985019,0.920354,0.09037,0.994257,0.00784,0.012491,0.998192,0.034983,0.020681,0.236405,0.962296,0.129688,0.876474,0.022986,acc,cluster2
0.675932,0.009384,0.920358,0.090372,0.994258,0.007842,0.012493,0.998192,0.034985,0.020682,0.236401,0.9623,0.129674,0.876464,0.183954,acc,cluster2
0.008547,0.72405,0.920355,0.090357,0.994258,0.833559,0.709872,0.998192,0.034976,0.020677,0.23645,0.962297,0.129662,0.014587,0.990777,unacc,cluster2
0.008547,0.985022,0.920349,0.090356,0.994258,0.833549,0.709839,0.998192,0.034976,0.020677,0.236426,0.962297,0.129675,0.014587,0.022984,unacc,cluster2
0.008548,0.009385,0.920353,0.090357,0.994258,0.833578,0.70987,0.998192,0.034978,0.020679,0.236422,0.962301,0.129661,0.014586,0.183941,acc,cluster2
0.008547,0.724029,0.920367,0.090355,0.994258,0.833551,0.990135,0.998192,0.034979,0.020678,0.236457,0.962294,0.12968,0.982145,0.990775,unacc,cluster2
0.008546,0.98502,0.920361,0.090354,0.994258,0.833541,0.990133,0.998192,0.034979,0.020678,0.236434,0.962294,0.129692,0.982146,0.022982,acc,cluster2
0.008547,0.009384,0.920365,0.090355,0.994259,0.833571,0.990135,0.998192,0.034981,0.02068,0.236429,0.962298,0.129679,0.982144,0.183923,acc,cluster2
0.008547,0.724019,0.920358,0.090354,0.994258,0.833564,0.012494,0.998192,0.034978,0.020678,0.23645,0.962295,0.129667,0.876469,0.990777,unacc,cluster2
0.008547,0.98502,0.920352,0.090353,0.994258,0.833554,0.012492,0.998192,0.034977,0.020679,0.236426,0.962296,0.12968,0.87647,0.022986,acc,cluster2
0.008548,0.009384,0.920356,0.090354,0.994258,0.833583,0.012494,0.998192,0.03498,0.020681,0.236422,0.962299,0.129666,0.87646,0.183954,acc,cluster2
0.985325,0.724039,0.028511,0.090384,0.299021,0.967959,0.709834,0.998193,0.932264,0.900296,0.53685,0.063507,0.994195,0.014587,0.990778,unacc,cluster0
0.985325,0.985021,0.028509,0.090382,0.299019,0.967957,0.709801,0.998193,0.932263,0.900299,0.536817,0.063507,0.994196,0.014587,0.022987,unacc,cluster0
0.985326,0.009385,0.028511,0.090383,0.299036,0.967964,0.709832,0.998193,0.932267,0.900306,0.536811,0.063513,0.994195,0.014586,0.183962,unacc,cluster0
0.985324,0.724018,0.028516,0.090382,0.29905,0.967958,0.990133,0.998193,0.93227,0.900302,0.536861,0.063502,0.994196,0.982146,0.990777,unacc,cluster0
0.985323,0.98502,0.028514,0.09038,0.299048,0.967955,0.990132,0.998193,0.932269,0.900304,0.536828,0.063502,0.994197,0.982146,0.022985,unacc,cluster0
0.985325,0.009384,0.028515,0.090381,0.299064,0.967962,0.990133,0.998193,0.932273,0.900311,0.536822,0.063509,0.994196,0.982144,0.183944,unacc,cluster0
0.985324,0.724008,0.028512,0.090381,0.299039,0.96796,0.012492,0.998193,0.932267,0.900303,0.53685,0.063504,0.994195,0.876471,0.990779,unacc,cluster0
0.985324,0.985019,0.02851,0.090379,0.299037,0.967958,0.01249,0.998193,0.932266,0.900306,0.536817,0.063505,0.994196,0.876472,0.022989,unacc,cluster0
0.985326,0.009383,0.028512,0.09038,0.299054,0.967965,0.012492,0.998193,0.93227,0.900313,0.536811,0.063511,0.994195,0.876462,0.183975,unacc,cluster0
0.675913,0.724014,0.028507,0.090391,0.298968,0.007843,0.709822,0.998193,0.932268,0.900295,0.536826,0.063508,0.994195,0.014587,0.990778,unacc,cluster0
0.675909,0.985019,0.028505,0.09039,0.298966,0.007842,0.709789,0.998193,0.932267,0.900297,0.536794,0.063508,0.994196,0.014588,0.022987,unacc,cluster0
0.675931,0.009384,0.028506,0.090391,0.298982,0.007844,0.70982,0.998193,0.932271,0.900305,0.536788,0.063515,0.994195,0.014586,0.183959,acc,cluster0
0.675893,0.723993,0.028511,0.090389,0.298996,0.007842,0.990133,0.998193,0.932274,0.9003,0.536837,0.063503,0.994196,0.982146,0.990777,unacc,cluster0
0.675889,0.985018,0.028509,0.090388,0.298994,0.007842,0.990131,0.998193,0.932273,0.900303,0.536804,0.063504,0.994197,0.982146,0.022984,unacc,cluster0
0.675911,0.009383,0.028511,0.090389,0.299011,0.007843,0.990133,0.998193,0.932277,0.90031,0.536798,0.06351,0.994196,0.982144,0.183942,acc,cluster0
0.675905,0.723983,0.028508,0.090388,0.298986,0.007843,0.012491,0.998193,0.932271,0.900302,0.536826,0.063506,0.994196,0.876472,0.990778,unacc,cluster0
0.675901,0.985017,0.028506,0.090387,0.298983,0.007842,0.012489,0.998193,0.93227,0.900304,0.536794,0.063506,0.994196,0.876473,0.022989,acc,cluster0
0.675923,0.009382,0.028507,0.090388,0.299,0.007844,0.012491,0.998193,0.932274,0.900312,0.536787,0.063512,0.994196,0.876463,0.183972,acc,cluster0
0.008547,0.724022,0.028506,0.090373,0.298992,0.833599,0.709837,0.998193,0.932257,0.900287,0.536855,0.063508,0.994195,0.014587,0.990778,unacc,cluster0
0.008547,0.98502,0.028504,0.090372,0.29899,0.833589,0.709804,0.998193,0.932256,0.900289,0.536822,0.063508,0.994196,0.014587,0.022987,unacc,cluster0
0.008548,0.009384,0.028505,0.090373,0.299006,0.833619,0.709835,0.998193,0.93226,0.900297,0.536816,0.063514,0.994195,0.014586,0.183959,unacc,cluster0
0.008546,0.724001,0.028511,0.090371,0.299021,0.833592,0.990133,0.998193,0.932263,0.900292,0.536865,0.063503,0.994196,0.982145,0.990777,unacc,cluster0
0.008546,0.985018,0.028508,0.09037,0.299018,0.833581,0.990132,0.998193,0.932262,0.900295,0.536833,0.063503,0.994196,0.982145,0.022984,unacc,cluster0
0.008547,0.009383,0.02851,0.090371,0.299035,0.833611,0.990133,0.998193,0.932266,0.900302,0.536827,0.06351,0.994196,0.982144,0.183941,acc,cluster0
0.008547,0.723992,0.028507,0.09037,0.29901,0.833604,0.012492,0.998193,0.93226,0.900294,0.536855,0.063505,0.994195,0.876468,0.990778,unacc,cluster0
0.008547,0.985018,0.028505,0.090369,0.299008,0.833594,0.01249,0.998193,0.932259,0.900296,0.536822,0.063506,0.994196,0.876468,0.022989,acc,cluster0
0.008547,0.009383,0.028506,0.09037,0.299024,0.833624,0.012492,0.998193,0.932264,0.900304,0.536816,0.063512,0.994195,0.876458,0.183972,acc,cluster0
0.985323,0.724046,0.920106,0.090375,0.298998,0.967955,0.709803,0.268548,0.932056,0.900287,0.536848,0.063501,0.994196,0.014585,0.990777,unacc,cluster0
0.985322,0.985022,0.9201,0.090374,0.298996,0.967952,0.70977,0.268552,0.932055,0.90029,0.536815,0.063501,0.994196,0.014585,0.022987,unacc,cluster0
0.985324,0.009385,0.920104,0.090375,0.299013,0.967959,0.709801,0.268548,0.932059,0.900297,0.536809,0.063508,0.994196,0.014584,0.183956,unacc,cluster0
0.985321,0.724025,0.920118,0.090373,0.299027,0.967953,0.990132,0.26853,0.932062,0.900293,0.536858,0.063496,0.994196,0.982143,0.990776,unacc,cluster0
0.985321,0.98502,0.920112,0.090372,0.299025,0.967951,0.99013,0.268533,0.932061,0.900295,0.536826,0.063497,0.994197,0.982143,0.022984,unacc,cluster0
0.985322,0.009384,0.920116,0.090373,0.299041,0.967957,0.990132,0.26853,0.932065,0.900302,0.53682,0.063503,0.994196,0.982141,0.183939,unacc,cluster0
0.985322,0.724016,0.920109,0.090372,0.299016,0.967956,0.01249,0.268551,0.932059,0.900294,0.536847,0.063499,0.994196,0.876451,0.990778,unacc,cluster0
0.985322,0.985019,0.920103,0.090371,0.299014,0.967953,0.012488,0.268554,0.932058,0.900297,0.536815,0.063499,0.994196,0.876452,0.022988,unacc,cluster0
0.985323,0.009384,0.920107,0.090372,0.29903,0.96796,0.01249,0.268551,0.932062,0.900304,0.536809,0.063505,0.994196,0.876442,0.183969,unacc,cluster0
0.675878,0.724021,0.920094,0.090383,0.298944,0.007842,0.709791,0.268567,0.93206,0.900286,0.536824,0.063502,0.994196,0.014585,0.990777,unacc,cluster0
0.675874,0.98502,0.920088,0.090381,0.298942,0.007841,0.709759,0.268571,0.932059,0.900288,0.536791,0.063503,0.994196,0.014585,0.022986,unacc,cluster0
0.675896,0.009384,0.920092,0.090383,0.298959,0.007843,0.709789,0.268568,0.932063,0.900296,0.536785,0.063509,0.994196,0.014584,0.183954,acc,cluster0
0.675857,0.724,0.920106,0.090381,0.298973,0.007841,0.990131,0.268549,0.932066,0.900291,0.536835,0.063498,0.994197,0.982143,0.990776,unacc,cluster0
0.675854,0.985018,0.9201,0.090379,0.298971,0.007841,0.99013,0.268553,0.932065,0.900294,0.536802,0.063498,0.994197,0.982143,0.022984,unacc,cluster0
0.675875,0.009383,0.920104,0.090381,0.298987,0.007842,0.990131,0.268549,0.932069,0.900301,0.536796,0.063505,0.994197,0.982141,0.183936,acc,cluster0
0.67587,0.723991,0.920097,0.09038,0.298962,0.007842,0.012489,0.26857,0.932063,0.900293,0.536824,0.0635,0.994196,0.876453,0.990778,unacc,cluster0
0.675866,0.985018,0.920091,0.090378,0.29896,0.007841,0.012487,0.268574,0.932062,0.900295,0.536791,0.0635,0.994197,0.876453,0.022988,acc,cluster0
0.675887,0.009383,0.920095,0.09038,0.298977,0.007843,0.012489,0.26857,0.932066,0.900303,0.536785,0.063507,0.994196,0.876443,0.183967,acc,cluster0
0.008546,0.724029,0.920092,0.090365,0.298969,0.833578,0.709806,0.268566,0.932049,0.900278,0.536852,0.063502,0.994195,0.014584,0.990777,unacc,cluster0
0.008546,0.98502,0.920086,0.090363,0.298967,0.833568,0.709774,0.26857,0.932048,0.90028,0.53682,0.063502,0.994196,0.014584,0.022986,unacc,cluster0
0.008546,0.009384,0.92009,0.090365,0.298983,0.833598,0.709804,0.268567,0.932052,0.900288,0.536814,0.063509,0.994195,0.014583,0.183953,acc,cluster0
0.008545,0.724009,0.920104,0.090363,0.298997,0.833571,0.990132,0.268548,0.932055,0.900283,0.536863,0.063497,0.994196,0.982142,0.990776,unacc,cluster0
0.008545,0.985019,0.920098,0.090361,0.298995,0.833561,0.99013,0.268552,0.932054,0.900286,0.53683,0.063498,0.994197,0.982142,0.022983,acc,cluster0
0.008546,0.009384,0.920102,0.090363,0.299012,0.83359,0.990132,0.268548,0.932058,0.900293,0.536824,0.063504,0.994196,0.982141,0.183936,acc,cluster0
0.008545,0.723999,0.920095,0.090362,0.298987,0.833584,0.01249,0.268569,0.932052,0.900285,0.536852,0.0635,0.994196,0.876448,0.990778,unacc,cluster0
0.008545,0.985018,0.920089,0.09036,0.298985,0.833573,0.012488,0.268572,0.932051,0.900287,0.53682,0.0635,0.994196,0.876449,0.022988,acc,cluster0
0.008546,0.009383,0.920093,0.090362,0.299001,0.833603,0.01249,0.268569,0.932055,0.900295,0.536814,0.063506,0.994196,0.876439,0.183966,acc,cluster0
0.985325,0.724042,0.028407,0.090384,0.29904,0.967958,0.709833,0.269394,0.034837,0.900296,0.536845,0.063507,0.994196,0.014587,0.990778,unacc,cluster0
0.985325,0.985021,0.028405,0.090382,0.299038,0.967956,0.7098,0.269398,0.034837,0.900298,0.536813,0.063507,0.994197,0.014588,0.022988,unacc,cluster0
0.985327,0.009385,0.028407,0.090384,0.299054,0.967963,0.709831,0.269395,0.034839,0.900305,0.536807,0.063513,0.994196,0.014586,0.183964,unacc,cluster0
0.985324,0.724021,0.028412,0.090382,0.299069,0.967957,0.990133,0.269376,0.03484,0.900301,0.536856,0.063502,0.994197,0.982146,0.990777,unacc,cluster0
0.985324,0.98502,0.02841,0.09038,0.299066,0.967954,0.990132,0.26938,0.03484,0.900303,0.536823,0.063502,0.994198,0.982146,0.022985,unacc,cluster0
0.985325,0.009384,0.028411,0.090382,0.299083,0.967961,0.990133,0.269376,0.034842,0.900311,0.536817,0.063509,0.994197,0.982144,0.183947,unacc,cluster0
0.985325,0.724012,0.028409,0.090381,0.299058,0.96796,0.012492,0.269397,0.034839,0.900303,0.536845,0.063504,0.994196,0.876472,0.990779,unacc,cluster0
0.985325,0.985019,0.028406,0.090379,0.299056,0.967957,0.01249,0.269401,0.034838,0.900305,0.536813,0.063505,0.994197,0.876473,0.02299,unacc,cluster0
0.985326,0.009384,0.028408,0.090381,0.299072,0.967964,0.012492,0.269397,0.034841,0.900312,0.536807,0.063511,0.994196,0.876463,0.183977,unacc,cluster0
0.675918,0.724017,0.028403,0.090392,0.298986,0.007843,0.709821,0.269414,0.03484,0.900294,0.536822,0.063508,0.994196,0.014588,0.990778,unacc,cluster0
0.675915,0.985019,0.028401,0.09039,0.298984,0.007842,0.709789,0.269417,0.034839,0.900297,0.536789,0.063508,0.994197,0.014588,0.022987,unacc,cluster0
0.675936,0.009384,0.028402,0.090391,0.299001,0.007844,0.709819,0.269414,0.034841,0.900304,0.536783,0.063515,0.994196,0.014586,0.183962,acc,cluster0
0.675898,0.723996,0.028407,0.09039,0.299015,0.007842,0.990133,0.269395,0.034843,0.9003,0.536832,0.063503,0.994197,0.982146,0.990777,unacc,cluster0
0.675894,0.985018,0.028405,0.090388,0.299013,0.007842,0.990131,0.269399,0.034842,0.900302,0.5368,0.063504,0.994198,0.982146,0.022985,acc,cluster0
0.675916,0.009383,0.028407,0.090389,0.299029,0.007843,0.990133,0.269396,0.034844,0.900309,0.536794,0.06351,0.994197,0.982145,0.183944,acc,cluster0
0.67591,0.723987,0.028404,0.090389,0.299004,0.007843,0.012491,0.269416,0.034841,0.900301,0.536822,0.063506,0.994196,0.876473,0.990779,unacc,cluster0
0.675907,0.985017,0.028402,0.090387,0.299002,0.007842,0.012489,0.26942,0.034841,0.900304,0.536789,0.063506,0.994197,0.876474,0.022989,acc,cluster0
0.675928,0.009382,0.028403,0.090388,0.299019,0.007844,0.012491,0.269416,0.034843,0.900311,0.536783,0.063512,0.994196,0.876464,0.183975,acc,cluster0
0.008547,0.724025,0.028402,0.090374,0.299011,0.833595,0.709836,0.269413,0.034834,0.900286,0.53685,0.063508,0.994196,0.014587,0.990778,unacc,cluster0
0.008547,0.98502,0.0284,0.090372,0.299008,0.833585,0.709804,0.269416,0.034833,0.900289,0.536818,0.063508,0.994196,0.014587,0.022987,unacc,cluster0
0.008548,0.009384,0.028401,0.090373,0.299025,0.833615,0.709834,0.269413,0.034835,0.900296,0.536811,0.063515,0.994196,0.014586,0.183961,acc,cluster0
0.008547,0.724005,0.028407,0.090372,0.299039,0.833588,0.990133,0.269394,0.034837,0.900292,0.536861,0.063503,0.994197,0.982145,0.990777,unacc,cluster0
0.008546,0.985019,0.028405,0.09037,0.299037,0.833578,0.990132,0.269398,0.034837,0.900294,0.536828,0.063503,0.994197,0.982145,0.022985,acc,cluster0
0.008547,0.009383,0.028406,0.090371,0.299054,0.833607,0.990133,0.269395,0.034839,0.900301,0.536822,0.06351,0.994197,0.982144,0.183944,acc,cluster0
0.008547,0.723995,0.028403,0.090371,0.299029,0.833601,0.012492,0.269415,0.034836,0.900293,0.53685,0.063505,0.994196,0.876469,0.990779,unacc,cluster0
0.008547,0.985018,0.028401,0.090369,0.299026,0.83359,0.01249,0.269419,0.034835,0.900296,0.536817,0.063506,0.994197,0.876469,0.022989,acc,cluster0
0.008548,0.009383,0.028403,0.09037,0.299043,0.83362,0.012492,0.269415,0.034837,0.900303,0.536811,0.063512,0.994196,0.876459,0.183974,acc,cluster0
0.985325,0.72404,0.920374,0.090384,0.299035,0.96796,0.709845,0.998192,0.034981,0.900291,0.536879,0.063503,0.994195,0.014588,0.990777,unacc,cluster0
0.985325,0.985021,0.920368,0.090382,0.299033,0.967958,0.709813,0.998192,0.03498,0.900294,0.536847,0.063504,0.994195,0.014588,0.022987,unacc,cluster0
0.985326,0.009385,0.920372,0.090384,0.299049,0.967964,0.709843,0.998192,0.034982,0.900301,0.536841,0.06351,0.994195,0.014587,0.183956,unacc,cluster0
0.985324,0.724019,0.920386,0.090382,0.299064,0.967958,0.990134,0.998192,0.034984,0.900297,0.53689,0.063499,0.994196,0.982146,0.990776,unacc,cluster0
0.985323,0.98502,0.92038,0.09038,0.299062,0.967956,0.990132,0.998192,0.034983,0.900299,0.536857,0.063499,0.994196,0.982146,0.022984,unacc,cluster0
0.985325,0.009384,0.920384,0.090382,0.299078,0.967963,0.990134,0.998192,0.034986,0.900306,0.536851,0.063505,0.994196,0.982145,0.183938,unacc,cluster0
0.985324,0.724009,0.920376,0.090381,0.299053,0.967961,0.012492,0.998192,0.034982,0.900298,0.536879,0.063501,0.994195,0.876474,0.990778,unacc,cluster0
0.985324,0.985019,0.920371,0.090379,0.299051,0.967959,0.01249,0.998192,0.034982,0.900301,0.536847,0.063501,0.994196,0.876475,0.022988,unacc,cluster0
0.985326,0.009384,0.920375,0.090381,0.299067,0.967966,0.012492,0.998192,0.034984,0.900308,0.536841,0.063508,0.994195,0.876465,0.183969,unacc,cluster0
0.675913,0.724015,0.920361,0.090392,0.298981,0.007843,0.709833,0.998192,0.034983,0.90029,0.536856,0.063505,0.994195,0.014588,0.990777,unacc,cluster0
0.675909,0.985019,0.920356,0.09039,0.298979,0.007842,0.709801,0.998193,0.034983,0.900292,0.536823,0.063505,0.994196,0.014588,0.022986,unacc,cluster0
0.675931,0.009384,0.920359,0.090391,0.298996,0.007844,0.709831,0.998192,0.034985,0.9003,0.536817,0.063511,0.994195,0.014587,0.183954,acc,cluster0
0.675893,0.723994,0.920373,0.09039,0.29901,0.007843,0.990133,0.998192,0.034986,0.900295,0.536866,0.0635,0.994196,0.982146,0.990776,unacc,cluster0
0.675889,0.985018,0.920368,0.090388,0.299008,0.007842,0.990132,0.998192,0.034986,0.900298,0.536834,0.0635,0.994196,0.982147,0.022983,acc,cluster0
0.675911,0.009383,0.920371,0.090389,0.299024,0.007844,0.990133,0.998192,0.034988,0.900305,0.536828,0.063507,0.994196,0.982145,0.183936,acc,cluster0
0.675905,0.723984,0.920364,0.090389,0.298999,0.007843,0.012492,0.998193,0.034985,0.900297,0.536856,0.063502,0.994195,0.876476,0.990778,unacc,cluster0
0.675901,0.985017,0.920359,0.090387,0.298997,0.007843,0.01249,0.998193,0.034984,0.900299,0.536823,0.063503,0.994196,0.876476,0.022988,acc,cluster0
0.675923,0.009382,0.920362,0.090388,0.299014,0.007844,0.012492,0.998193,0.034986,0.900307,0.536817,0.063509,0.994195,0.876466,0.183966,acc,cluster0
0.008547,0.724023,0.92036,0.090374,0.299006,0.833603,0.709849,0.998192,0.034977,0.900282,0.536884,0.063504,0.994195,0.014587,0.990777,unacc,cluster0
0.008547,0.98502,0.920354,0.090372,0.299004,0.833593,0.709816,0.998193,0.034977,0.900284,0.536852,0.063505,0.994195,0.014587,0.022986,unacc,cluster0
0.008548,0.009384,0.920358,0.090373,0.29902,0.833622,0.709847,0.998192,0.034979,0.900292,0.536845,0.063511,0.994194,0.014586,0.183953,acc,cluster0
0.008546,0.724002,0.920371,0.090372,0.299034,0.833595,0.990134,0.998192,0.03498,0.900287,0.536895,0.0635,0.994195,0.982146,0.990776,unacc,cluster0
